Test Name,MyISAM Total Time,MyISAM Start Transfer Time,,InnoDB Total Time,InnoDB Start Transfer Time
Cloud/configuration/cloud_num_sessions_ended/aggregate-Quarter-pi,0.064233,0.064229,,0.062912,0.062907
Cloud/configuration/cloud_num_sessions_ended/aggregate-Quarter-public,0.058465,0.058462,,0.058411,0.058408
Cloud/configuration/cloud_num_sessions_ended/aggregate-Quarter-usr,0.059784,0.059765,,0.057429,0.057426
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-cd,0.056057,0.056054,,0.060673,0.06067
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-cs,0.060076,0.060067,,0.05663,0.056624
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-pi,0.065879,0.065875,,0.062282,0.062277
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-public,0.062344,0.06234,,0.05919,0.059187
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-usr,0.061783,0.061738,,0.058229,0.058227
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-cd,0.073235,0.073232,,0.067626,0.067623
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-cs,0.068824,0.06882,,0.064708,0.064705
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-pi,0.080709,0.080706,,0.072539,0.072532
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-public,0.0747,0.074696,,0.068159,0.068155
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-usr,0.081032,0.081027,,0.071439,0.071437
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-cd,0.066431,0.066428,,0.065705,0.065702
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-cs,0.060731,0.060728,,0.060205,0.060181
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-pi,0.071802,0.071798,,0.066404,0.066401
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-public,0.068431,0.068427,,0.065026,0.065022
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-usr,0.071008,0.071004,,0.069833,0.069831
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-cd,0.066702,0.066699,,0.064626,0.064623
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-cs,0.06107,0.061067,,0.059979,0.059975
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-pi,0.07084,0.070831,,0.065587,0.065583
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-public,0.068101,0.068096,,0.065869,0.065855
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-usr,0.071117,0.071109,,0.067953,0.06795
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-cd,0.067077,0.067072,,0.064657,0.064654
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-cs,0.060805,0.060802,,0.061859,0.061855
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-pi,0.071536,0.071533,,0.067379,0.067327
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-public,0.069088,0.069084,,0.069322,0.069299
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-usr,0.070063,0.070058,,0.068099,0.068096
Cloud/configuration/cloud_num_sessions_running/aggregate-Day-cd,0.066387,0.066385,,0.059781,0.059776
Cloud/configuration/cloud_num_sessions_running/aggregate-Day-cs,0.063869,0.063865,,0.059928,0.059925
Cloud/configuration/cloud_num_sessions_running/aggregate-Day-pi,0.071348,0.071344,,0.060803,0.060797
Cloud/configuration/cloud_num_sessions_running/aggregate-Day-public,0.062165,0.062161,,0.060776,0.060773
Cloud/configuration/cloud_num_sessions_running/aggregate-Day-usr,0.063314,0.063309,,0.058028,0.058025
Cloud/configuration/cloud_num_sessions_running/aggregate-Month-cd,0.062343,0.06234,,0.059683,0.059679
Cloud/configuration/cloud_num_sessions_running/aggregate-Month-cs,0.057502,0.057495,,0.058885,0.058881
Cloud/configuration/cloud_num_sessions_running/aggregate-Month-pi,0.063786,0.063783,,0.058069,0.058065
Cloud/configuration/cloud_num_sessions_running/aggregate-Month-public,0.05709,0.057086,,0.060386,0.060382
Cloud/configuration/cloud_num_sessions_running/aggregate-Month-usr,0.057706,0.057703,,0.057943,0.05794
Cloud/configuration/cloud_num_sessions_running/aggregate-Quarter-cd,0.062255,0.062252,,0.058161,0.058157
Cloud/configuration/cloud_num_sessions_running/aggregate-Quarter-cs,0.056518,0.056514,,0.058362,0.058353
Cloud/configuration/cloud_num_sessions_running/aggregate-Quarter-pi,0.065161,0.065159,,0.058892,0.058885
Cloud/configuration/cloud_num_sessions_running/aggregate-Quarter-public,0.056841,0.056837,,0.061307,0.061303
Cloud/configuration/cloud_num_sessions_running/aggregate-Quarter-usr,0.058087,0.05808,,0.057694,0.057691
Cloud/configuration/cloud_num_sessions_running/aggregate-Year-cd,0.063731,0.063728,,0.059542,0.059539
Cloud/configuration/cloud_num_sessions_running/aggregate-Year-cs,0.060274,0.06027,,0.060589,0.060586
Cloud/configuration/cloud_num_sessions_running/aggregate-Year-pi,0.067259,0.067254,,0.060878,0.060873
Cloud/configuration/cloud_num_sessions_running/aggregate-Year-public,0.061739,0.061734,,0.05956,0.059549
Cloud/configuration/cloud_num_sessions_running/aggregate-Year-usr,0.058155,0.058147,,0.057519,0.057513
Cloud/configuration/cloud_num_sessions_running/timeseries-Day-cd,0.073831,0.073827,,0.068472,0.068469
Cloud/configuration/cloud_num_sessions_running/timeseries-Day-cs,0.071824,0.071819,,0.064067,0.064063
Cloud/configuration/cloud_num_sessions_running/timeseries-Day-pi,0.079423,0.07942,,0.068053,0.068049
Cloud/configuration/cloud_num_sessions_running/timeseries-Day-public,0.070461,0.070458,,0.067808,0.067804
Cloud/configuration/cloud_num_sessions_running/timeseries-Day-usr,0.078579,0.078575,,0.069028,0.069025
Cloud/configuration/cloud_num_sessions_running/timeseries-Month-cd,0.064725,0.064721,,0.063494,0.06349
Cloud/configuration/cloud_num_sessions_running/timeseries-Month-cs,0.063874,0.06387,,0.061976,0.061972
Cloud/configuration/cloud_num_sessions_running/timeseries-Month-pi,0.070698,0.070695,,0.067151,0.067144
Cloud/configuration/cloud_num_sessions_running/timeseries-Month-public,0.064317,0.064313,,0.06566,0.065656
Cloud/configuration/cloud_num_sessions_running/timeseries-Month-usr,0.069035,0.069028,,0.066199,0.066196
Cloud/configuration/cloud_num_sessions_running/timeseries-Quarter-cd,0.067421,0.067414,,0.064786,0.064779
Cloud/configuration/cloud_num_sessions_running/timeseries-Quarter-cs,0.06366,0.063652,,0.062634,0.06261
Cloud/configuration/cloud_num_sessions_running/timeseries-Quarter-pi,0.077074,0.077065,,0.068001,0.067992
Cloud/configuration/cloud_num_sessions_running/timeseries-Quarter-public,0.065242,0.065235,,0.065974,0.06597
Cloud/configuration/cloud_num_sessions_running/timeseries-Quarter-usr,0.067147,0.067142,,0.066834,0.06683
Cloud/configuration/cloud_num_sessions_running/timeseries-Year-cd,0.066979,0.066974,,0.064326,0.064323
Cloud/configuration/cloud_num_sessions_running/timeseries-Year-cs,0.061911,0.061907,,0.061431,0.061427
Cloud/configuration/cloud_num_sessions_running/timeseries-Year-pi,0.0724,0.072397,,0.068661,0.068656
Cloud/configuration/cloud_num_sessions_running/timeseries-Year-public,0.067473,0.067468,,0.066314,0.066299
Cloud/configuration/cloud_num_sessions_running/timeseries-Year-usr,0.069576,0.069571,,0.067137,0.067134
Cloud/configuration/cloud_num_sessions_started/aggregate-Day-cd,0.067308,0.067305,,0.059629,0.059625
Cloud/configuration/cloud_num_sessions_started/aggregate-Day-cs,0.06301,0.063006,,0.061577,0.061574
Cloud/configuration/cloud_num_sessions_started/aggregate-Day-pi,0.075448,0.075444,,0.064806,0.064804
Cloud/configuration/cloud_num_sessions_started/aggregate-Day-public,0.063855,0.063852,,0.062102,0.062099
Cloud/configuration/cloud_num_sessions_started/aggregate-Day-usr,0.068058,0.068054,,0.066907,0.066904
Cloud/configuration/cloud_num_sessions_started/aggregate-Month-cd,0.060057,0.060053,,0.058233,0.058181
Cloud/configuration/cloud_num_sessions_started/aggregate-Month-cs,0.057152,0.057147,,0.061233,0.06123
Cloud/configuration/cloud_num_sessions_started/aggregate-Month-pi,0.066813,0.066805,,0.062344,0.062341
Cloud/configuration/cloud_num_sessions_started/aggregate-Month-public,0.058139,0.058129,,0.062986,0.062983
Cloud/configuration/cloud_num_sessions_started/aggregate-Month-usr,0.062503,0.062499,,0.065456,0.065453
Cloud/configuration/cloud_num_sessions_started/aggregate-Quarter-cd,0.060595,0.06059,,0.059858,0.059854
Cloud/configuration/cloud_num_sessions_started/aggregate-Quarter-cs,0.057775,0.057755,,0.061081,0.061072
Cloud/configuration/cloud_num_sessions_started/aggregate-Quarter-pi,0.070047,0.070039,,0.063301,0.063298
Cloud/configuration/cloud_num_sessions_started/aggregate-Quarter-public,0.058948,0.058941,,0.063547,0.063542
Cloud/configuration/cloud_num_sessions_started/aggregate-Quarter-usr,0.063026,0.063021,,0.066082,0.066079
Cloud/configuration/cloud_num_sessions_started/aggregate-Year-cd,0.06103,0.061026,,0.058851,0.058847
Cloud/configuration/cloud_num_sessions_started/aggregate-Year-cs,0.059027,0.059022,,0.060611,0.060605
Cloud/configuration/cloud_num_sessions_started/aggregate-Year-pi,0.068979,0.068976,,0.062046,0.062043
Cloud/configuration/cloud_num_sessions_started/aggregate-Year-public,0.058604,0.058598,,0.06379,0.063785
Cloud/configuration/cloud_num_sessions_started/aggregate-Year-usr,0.064513,0.064508,,0.067597,0.067595
Cloud/configuration/cloud_num_sessions_started/timeseries-Day-cd,0.075287,0.075284,,0.063974,0.06397
Cloud/configuration/cloud_num_sessions_started/timeseries-Day-cs,0.070343,0.070339,,0.075138,0.075135
Cloud/configuration/cloud_num_sessions_started/timeseries-Day-pi,0.072719,0.072716,,0.070401,0.070397
Cloud/configuration/cloud_num_sessions_started/timeseries-Day-public,0.075213,0.075209,,0.068292,0.068286
Cloud/configuration/cloud_num_sessions_started/timeseries-Day-usr,0.072614,0.072609,,0.068615,0.068613
Cloud/configuration/cloud_num_sessions_started/timeseries-Month-cd,0.066037,0.066034,,0.062096,0.062093
Cloud/configuration/cloud_num_sessions_started/timeseries-Month-cs,0.065327,0.06532,,0.06719,0.067187
Cloud/configuration/cloud_num_sessions_started/timeseries-Month-pi,0.063675,0.063671,,0.065883,0.065878
Cloud/configuration/cloud_num_sessions_started/timeseries-Month-public,0.065973,0.065969,,0.064998,0.064992
Cloud/configuration/cloud_num_sessions_started/timeseries-Month-usr,0.06564,0.065636,,0.066762,0.066758
Cloud/configuration/cloud_num_sessions_started/timeseries-Quarter-cd,0.067951,0.067948,,0.061755,0.061751
Cloud/configuration/cloud_num_sessions_started/timeseries-Quarter-cs,0.063177,0.063173,,0.063104,0.0631
Cloud/configuration/cloud_num_sessions_started/timeseries-Quarter-pi,0.064375,0.064372,,0.064745,0.064734
Cloud/configuration/cloud_num_sessions_started/timeseries-Quarter-public,0.066732,0.066728,,0.065444,0.065436
Cloud/configuration/cloud_num_sessions_started/timeseries-Quarter-usr,0.064958,0.064953,,0.064912,0.064908
Cloud/configuration/cloud_num_sessions_started/timeseries-Year-cd,0.068075,0.068072,,0.060294,0.060291
Cloud/configuration/cloud_num_sessions_started/timeseries-Year-cs,0.062477,0.062473,,0.064669,0.064663
Cloud/configuration/cloud_num_sessions_started/timeseries-Year-pi,0.064264,0.064261,,0.067526,0.067521
Cloud/configuration/cloud_num_sessions_started/timeseries-Year-public,0.067075,0.067043,,0.065943,0.065939
Cloud/configuration/cloud_num_sessions_started/timeseries-Year-usr,0.065712,0.065707,,0.06608,0.066074
Cloud/configuration/cloud_wall_time/aggregate-Day-cd,0.061504,0.061501,,0.062302,0.062299
Cloud/configuration/cloud_wall_time/aggregate-Day-cs,0.063506,0.063503,,0.058919,0.058914
Cloud/configuration/cloud_wall_time/aggregate-Day-pi,0.073592,0.073587,,0.06921,0.069207
Cloud/configuration/cloud_wall_time/aggregate-Day-public,0.067753,0.067749,,0.056807,0.056801
Cloud/configuration/cloud_wall_time/aggregate-Day-usr,0.067631,0.067627,,0.061845,0.061842
Cloud/configuration/cloud_wall_time/aggregate-Month-cd,0.056701,0.056695,,0.05785,0.057847
Cloud/configuration/cloud_wall_time/aggregate-Month-cs,0.058661,0.058657,,0.059971,0.059967
Cloud/configuration/cloud_wall_time/aggregate-Month-pi,0.067657,0.067653,,0.066285,0.066259
Cloud/configuration/cloud_wall_time/aggregate-Month-public,0.061413,0.061409,,0.054199,0.054196
Cloud/configuration/cloud_wall_time/aggregate-Month-usr,0.063986,0.063983,,0.063008,0.062989
Cloud/configuration/cloud_wall_time/aggregate-Quarter-cd,0.058724,0.058718,,0.05836,0.058357
Cloud/configuration/cloud_wall_time/aggregate-Quarter-cs,0.058744,0.05874,,0.059696,0.059693
Cloud/configuration/cloud_wall_time/aggregate-Quarter-pi,0.066358,0.066352,,0.065597,0.065589
Cloud/configuration/cloud_wall_time/aggregate-Quarter-public,0.061915,0.061902,,0.054154,0.054151
Cloud/configuration/cloud_wall_time/aggregate-Quarter-usr,0.064257,0.064254,,0.061497,0.061494
Cloud/configuration/cloud_wall_time/aggregate-Year-cd,0.058299,0.058296,,0.058499,0.058495
Cloud/configuration/cloud_wall_time/aggregate-Year-cs,0.060182,0.060178,,0.057767,0.057764
Cloud/configuration/cloud_wall_time/aggregate-Year-pi,0.069474,0.069469,,0.066902,0.066899
Cloud/configuration/cloud_wall_time/aggregate-Year-public,0.063187,0.063183,,0.054512,0.054509
Cloud/configuration/cloud_wall_time/aggregate-Year-usr,0.066996,0.066992,,0.062584,0.062581
Cloud/configuration/cloud_wall_time/timeseries-Day-cd,0.067948,0.067937,,0.067226,0.067223
Cloud/configuration/cloud_wall_time/timeseries-Day-cs,0.073149,0.073145,,0.06756,0.067555
Cloud/configuration/cloud_wall_time/timeseries-Day-pi,0.082815,0.082812,,0.072237,0.072233
Cloud/configuration/cloud_wall_time/timeseries-Day-public,0.076702,0.076698,,0.067366,0.067362
Cloud/configuration/cloud_wall_time/timeseries-Day-usr,0.076734,0.076728,,0.069099,0.069095
Cloud/configuration/cloud_wall_time/timeseries-Month-cd,0.060228,0.060225,,0.065115,0.065111
Cloud/configuration/cloud_wall_time/timeseries-Month-cs,0.064572,0.064568,,0.062152,0.062148
Cloud/configuration/cloud_wall_time/timeseries-Month-pi,0.071028,0.071025,,0.071844,0.071824
Cloud/configuration/cloud_wall_time/timeseries-Month-public,0.068236,0.068232,,0.065159,0.065153
Cloud/configuration/cloud_wall_time/timeseries-Month-usr,0.069582,0.069577,,0.064493,0.06449
Cloud/configuration/cloud_wall_time/timeseries-Quarter-cd,0.059678,0.059674,,0.065374,0.06537
Cloud/configuration/cloud_wall_time/timeseries-Quarter-cs,0.064719,0.064715,,0.064184,0.06418
Cloud/configuration/cloud_wall_time/timeseries-Quarter-pi,0.068454,0.068451,,0.07133,0.071326
Cloud/configuration/cloud_wall_time/timeseries-Quarter-public,0.069116,0.06911,,0.069189,0.069185
Cloud/configuration/cloud_wall_time/timeseries-Quarter-usr,0.069471,0.069466,,0.066249,0.066242
Cloud/configuration/cloud_wall_time/timeseries-Year-cd,0.062003,0.061999,,0.066369,0.066365
Cloud/configuration/cloud_wall_time/timeseries-Year-cs,0.065198,0.065194,,0.065497,0.065492
Cloud/configuration/cloud_wall_time/timeseries-Year-pi,0.068436,0.068433,,0.075013,0.075009
Cloud/configuration/cloud_wall_time/timeseries-Year-public,0.069667,0.069662,,0.067645,0.067641
Cloud/configuration/cloud_wall_time/timeseries-Year-usr,0.072682,0.072678,,0.06592,0.065917
Cloud/domain/cloud_avg_cores_reserved/aggregate-Day-cd,0.058472,0.058468,,0.059155,0.059152
Cloud/domain/cloud_avg_cores_reserved/aggregate-Day-cs,0.058484,0.058481,,0.05475,0.054747
Cloud/domain/cloud_avg_cores_reserved/aggregate-Day-pi,0.070894,0.07089,,0.066696,0.066693
Cloud/domain/cloud_avg_cores_reserved/aggregate-Day-public,0.062176,0.062174,,0.058457,0.058453
Cloud/domain/cloud_avg_cores_reserved/aggregate-Day-usr,0.064327,0.064322,,0.060184,0.060181
Cloud/domain/cloud_avg_cores_reserved/aggregate-Month-cd,0.053693,0.053689,,0.057942,0.057939
Cloud/domain/cloud_avg_cores_reserved/aggregate-Month-cs,0.054611,0.054608,,0.053235,0.053232
Cloud/domain/cloud_avg_cores_reserved/aggregate-Month-pi,0.066077,0.066072,,0.064073,0.064069
Cloud/domain/cloud_avg_cores_reserved/aggregate-Month-public,0.058331,0.058328,,0.058098,0.058094
Cloud/domain/cloud_avg_cores_reserved/aggregate-Month-usr,0.060506,0.060502,,0.06075,0.060747
Cloud/domain/cloud_avg_cores_reserved/aggregate-Quarter-cd,0.053131,0.053127,,0.059246,0.059242
Cloud/domain/cloud_avg_cores_reserved/aggregate-Quarter-cs,0.054239,0.054236,,0.053851,0.053849
Cloud/domain/cloud_avg_cores_reserved/aggregate-Quarter-pi,0.067062,0.067057,,0.064816,0.064813
Cloud/domain/cloud_avg_cores_reserved/aggregate-Quarter-public,0.058099,0.058096,,0.057279,0.057274
Cloud/domain/cloud_avg_cores_reserved/aggregate-Quarter-usr,0.059929,0.059908,,0.06018,0.060177
Cloud/domain/cloud_avg_cores_reserved/aggregate-Year-cd,0.05481,0.054806,,0.059942,0.059939
Cloud/domain/cloud_avg_cores_reserved/aggregate-Year-cs,0.053952,0.053949,,0.054015,0.053996
Cloud/domain/cloud_avg_cores_reserved/aggregate-Year-pi,0.066913,0.066908,,0.065862,0.065859
Cloud/domain/cloud_avg_cores_reserved/aggregate-Year-public,0.060402,0.060395,,0.058652,0.058647
Cloud/domain/cloud_avg_cores_reserved/aggregate-Year-usr,0.060815,0.060809,,0.071101,0.071092
Cloud/domain/cloud_avg_cores_reserved/timeseries-Day-cd,0.070467,0.070463,,0.065537,0.065534
Cloud/domain/cloud_avg_cores_reserved/timeseries-Day-cs,0.068749,0.068746,,0.064646,0.064642
Cloud/domain/cloud_avg_cores_reserved/timeseries-Day-pi,0.074269,0.074265,,0.07076,0.070755
Cloud/domain/cloud_avg_cores_reserved/timeseries-Day-public,0.06734,0.067336,,0.06118,0.061177
Cloud/domain/cloud_avg_cores_reserved/timeseries-Day-usr,0.06785,0.06783,,0.068635,0.068632
Cloud/domain/cloud_avg_cores_reserved/timeseries-Month-cd,0.0668,0.066793,,0.065583,0.06558
Cloud/domain/cloud_avg_cores_reserved/timeseries-Month-cs,0.066288,0.066285,,0.06476,0.064756
Cloud/domain/cloud_avg_cores_reserved/timeseries-Month-pi,0.070567,0.070563,,0.071925,0.071921
Cloud/domain/cloud_avg_cores_reserved/timeseries-Month-public,0.064356,0.064349,,0.060563,0.060559
Cloud/domain/cloud_avg_cores_reserved/timeseries-Month-usr,0.063954,0.06395,,0.073216,0.073214
Cloud/domain/cloud_avg_cores_reserved/timeseries-Quarter-cd,0.066353,0.066348,,0.064742,0.064734
Cloud/domain/cloud_avg_cores_reserved/timeseries-Quarter-cs,0.064015,0.064012,,0.063751,0.063748
Cloud/domain/cloud_avg_cores_reserved/timeseries-Quarter-pi,0.070263,0.07025,,0.070433,0.070421
Cloud/domain/cloud_avg_cores_reserved/timeseries-Quarter-public,0.064854,0.064849,,0.060659,0.060655
Cloud/domain/cloud_avg_cores_reserved/timeseries-Quarter-usr,0.063215,0.063211,,0.072832,0.072825
Cloud/domain/cloud_avg_cores_reserved/timeseries-Year-cd,0.067995,0.067987,,0.065731,0.065729
Cloud/domain/cloud_avg_cores_reserved/timeseries-Year-cs,0.064493,0.064486,,0.065967,0.065964
Cloud/domain/cloud_avg_cores_reserved/timeseries-Year-pi,0.071565,0.07156,,0.071817,0.07181
Cloud/domain/cloud_avg_cores_reserved/timeseries-Year-public,0.065498,0.065494,,0.060731,0.060718
Cloud/domain/cloud_avg_cores_reserved/timeseries-Year-usr,0.064712,0.064708,,0.072785,0.072783
Cloud/domain/cloud_avg_memory_reserved/aggregate-Day-cd,0.061454,0.061449,,0.055659,0.055655
Cloud/domain/cloud_avg_memory_reserved/aggregate-Day-cs,0.06302,0.063017,,0.06474,0.064721
Cloud/domain/cloud_avg_memory_reserved/aggregate-Day-pi,0.070052,0.070048,,0.06696,0.066955
Cloud/domain/cloud_avg_memory_reserved/aggregate-Day-public,0.062396,0.06239,,0.061667,0.061664
Cloud/domain/cloud_avg_memory_reserved/aggregate-Day-usr,0.060842,0.060838,,0.062905,0.062902
Cloud/domain/cloud_avg_memory_reserved/aggregate-Month-cd,0.057953,0.057949,,0.054751,0.054744
Cloud/domain/cloud_avg_memory_reserved/aggregate-Month-cs,0.058556,0.058554,,0.060203,0.0602
