Test Name,Realm,Group By,Statistic,Data Set Type,Aggregation Unit,MyISAM Total Time,MyISAM Start Transfer Time,InnoDB Total Time,InnoDB Start Transfer Time
Storage/username/avg_physical_usage/aggregate-Quarter-usr,Storage,username,avg_physical_usage,aggregate,Quarter,0.0007%,0.0007%,0.0015%,0.0015%
Storage/username/avg_physical_usage/aggregate-Year-cd,Storage,username,avg_physical_usage,aggregate,Year,0.0033%,0.0033%,0.003%,0.0029%
Storage/username/avg_physical_usage/aggregate-Year-cs,Storage,username,avg_physical_usage,aggregate,Year,0.0034%,0.0033%,0.0033%,0.0032%
Storage/username/avg_physical_usage/aggregate-Year-pi,Storage,username,avg_physical_usage,aggregate,Year,0.0008%,0.0008%,0.0012%,0.0012%
Storage/username/avg_physical_usage/aggregate-Year-public,Storage,username,avg_physical_usage,aggregate,Year,0.0005%,0.0005%,0.001%,0.001%
Storage/username/avg_physical_usage/aggregate-Year-usr,Storage,username,avg_physical_usage,aggregate,Year,0.0007%,0.0008%,0.0015%,0.0015%
Storage/username/avg_physical_usage/timeseries-Day-cd,Storage,username,avg_physical_usage,timeseries,Day,0.0316%,0.0315%,0.0242%,0.024%
Storage/username/avg_physical_usage/timeseries-Day-cs,Storage,username,avg_physical_usage,timeseries,Day,0.0282%,0.0281%,0.0232%,0.0229%
Storage/username/avg_physical_usage/timeseries-Day-pi,Storage,username,avg_physical_usage,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Storage/username/avg_physical_usage/timeseries-Day-public,Storage,username,avg_physical_usage,timeseries,Day,0.0006%,0.0006%,0.001%,0.0011%
Storage/username/avg_physical_usage/timeseries-Day-usr,Storage,username,avg_physical_usage,timeseries,Day,0.0009%,0.0009%,0.0016%,0.0016%
Storage/username/avg_physical_usage/timeseries-Month-cd,Storage,username,avg_physical_usage,timeseries,Month,0.0051%,0.0051%,0.0047%,0.0046%
Storage/username/avg_physical_usage/timeseries-Month-cs,Storage,username,avg_physical_usage,timeseries,Month,0.0052%,0.0051%,0.0048%,0.0048%
Storage/username/avg_physical_usage/timeseries-Month-pi,Storage,username,avg_physical_usage,timeseries,Month,0.0008%,0.0008%,0.0015%,0.0015%
Storage/username/avg_physical_usage/timeseries-Month-public,Storage,username,avg_physical_usage,timeseries,Month,0.0006%,0.0006%,0.0011%,0.0011%
Storage/username/avg_physical_usage/timeseries-Month-usr,Storage,username,avg_physical_usage,timeseries,Month,0.0008%,0.0008%,0.0015%,0.0015%
Storage/username/avg_physical_usage/timeseries-Quarter-cd,Storage,username,avg_physical_usage,timeseries,Quarter,0.0054%,0.0053%,0.0054%,0.0053%
Storage/username/avg_physical_usage/timeseries-Quarter-cs,Storage,username,avg_physical_usage,timeseries,Quarter,0.0056%,0.0056%,0.0055%,0.0054%
Storage/username/avg_physical_usage/timeseries-Quarter-pi,Storage,username,avg_physical_usage,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Storage/username/avg_physical_usage/timeseries-Quarter-public,Storage,username,avg_physical_usage,timeseries,Quarter,0.0006%,0.0006%,0.001%,0.001%
Storage/username/avg_physical_usage/timeseries-Quarter-usr,Storage,username,avg_physical_usage,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Storage/username/avg_physical_usage/timeseries-Year-cd,Storage,username,avg_physical_usage,timeseries,Year,0.0066%,0.0065%,0.0061%,0.006%
Storage/username/avg_physical_usage/timeseries-Year-cs,Storage,username,avg_physical_usage,timeseries,Year,0.0067%,0.0067%,0.0058%,0.0057%
Storage/username/avg_physical_usage/timeseries-Year-pi,Storage,username,avg_physical_usage,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Storage/username/avg_physical_usage/timeseries-Year-public,Storage,username,avg_physical_usage,timeseries,Year,0.0006%,0.0006%,0.001%,0.001%
Storage/username/avg_physical_usage/timeseries-Year-usr,Storage,username,avg_physical_usage,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Storage/username/avg_soft_threshold/aggregate-Day-cd,Storage,username,avg_soft_threshold,aggregate,Day,0.0086%,0.0086%,0.0055%,0.0055%
Storage/username/avg_soft_threshold/aggregate-Day-cs,Storage,username,avg_soft_threshold,aggregate,Day,0.0083%,0.0083%,0.0062%,0.0061%
Storage/username/avg_soft_threshold/aggregate-Day-pi,Storage,username,avg_soft_threshold,aggregate,Day,0.0008%,0.0008%,0.0014%,0.0014%
Storage/username/avg_soft_threshold/aggregate-Day-public,Storage,username,avg_soft_threshold,aggregate,Day,0.0006%,0.0006%,0.0009%,0.0009%
Storage/username/avg_soft_threshold/aggregate-Day-usr,Storage,username,avg_soft_threshold,aggregate,Day,0.0009%,0.0009%,0.0013%,0.0013%
Storage/username/avg_soft_threshold/aggregate-Month-cd,Storage,username,avg_soft_threshold,aggregate,Month,0.0027%,0.0027%,0.0026%,0.0025%
Storage/username/avg_soft_threshold/aggregate-Month-cs,Storage,username,avg_soft_threshold,aggregate,Month,0.0026%,0.0025%,0.0029%,0.0028%
Storage/username/avg_soft_threshold/aggregate-Month-pi,Storage,username,avg_soft_threshold,aggregate,Month,0.0008%,0.0008%,0.0014%,0.0014%
Storage/username/avg_soft_threshold/aggregate-Month-public,Storage,username,avg_soft_threshold,aggregate,Month,0.0006%,0.0006%,0.0011%,0.0011%
Storage/username/avg_soft_threshold/aggregate-Month-usr,Storage,username,avg_soft_threshold,aggregate,Month,0.0008%,0.0008%,0.0013%,0.0013%
Storage/username/avg_soft_threshold/aggregate-Quarter-cd,Storage,username,avg_soft_threshold,aggregate,Quarter,0.0028%,0.0028%,0.0028%,0.0028%
Storage/username/avg_soft_threshold/aggregate-Quarter-cs,Storage,username,avg_soft_threshold,aggregate,Quarter,0.0028%,0.0028%,0.0032%,0.0032%
Storage/username/avg_soft_threshold/aggregate-Quarter-pi,Storage,username,avg_soft_threshold,aggregate,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Storage/username/avg_soft_threshold/aggregate-Quarter-public,Storage,username,avg_soft_threshold,aggregate,Quarter,0.0006%,0.0006%,0.0011%,0.0011%
Storage/username/avg_soft_threshold/aggregate-Quarter-usr,Storage,username,avg_soft_threshold,aggregate,Quarter,0.0008%,0.0008%,0.0013%,0.0013%
Storage/username/avg_soft_threshold/aggregate-Year-cd,Storage,username,avg_soft_threshold,aggregate,Year,0.0033%,0.0033%,0.0032%,0.0031%
Storage/username/avg_soft_threshold/aggregate-Year-cs,Storage,username,avg_soft_threshold,aggregate,Year,0.0034%,0.0034%,0.0034%,0.0033%
Storage/username/avg_soft_threshold/aggregate-Year-pi,Storage,username,avg_soft_threshold,aggregate,Year,0.0008%,0.0008%,0.0014%,0.0014%
Storage/username/avg_soft_threshold/aggregate-Year-public,Storage,username,avg_soft_threshold,aggregate,Year,0.0006%,0.0006%,0.0011%,0.0011%
Storage/username/avg_soft_threshold/aggregate-Year-usr,Storage,username,avg_soft_threshold,aggregate,Year,0.0008%,0.0008%,0.0012%,0.0013%
Storage/username/avg_soft_threshold/timeseries-Day-cd,Storage,username,avg_soft_threshold,timeseries,Day,0.0282%,0.0281%,0.0221%,0.0218%
Storage/username/avg_soft_threshold/timeseries-Day-cs,Storage,username,avg_soft_threshold,timeseries,Day,0.0287%,0.0286%,0.0221%,0.0218%
Storage/username/avg_soft_threshold/timeseries-Day-pi,Storage,username,avg_soft_threshold,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0015%
Storage/username/avg_soft_threshold/timeseries-Day-public,Storage,username,avg_soft_threshold,timeseries,Day,0.0006%,0.0006%,0.001%,0.001%
Storage/username/avg_soft_threshold/timeseries-Day-usr,Storage,username,avg_soft_threshold,timeseries,Day,0.001%,0.001%,0.0015%,0.0015%
